Áß¶û±¸,Date
0.8330231737222281,2023-01-01
1.0333135339369908,2023-02-01
1.074207123039344,2023-03-01
0.27599153953136724,2023-04-01
-0.20092452658409243,2023-05-01
-0.02498673033678278,2023-06-01
4.856607801258519,2023-07-01
-0.9283912468383693,2023-08-01
0.7979998963958221,2023-09-01
-0.23874814460320115,2023-10-01
0.8856566592243689,2023-11-01
1.029960244702365,2023-12-01
1.2383035712916532,2024-01-01
1.2320930588095624,2024-02-01
1.1451330480449766,2024-03-01
1.0430789559955491,2024-04-01
1.2957506070829925,2024-05-01
0.7258726290567605,2024-06-01
0.2484726959707596,2024-07-01
2.1281037449734734,2024-08-01
0.7872389033303733,2024-09-01
0.8047337225966523,2024-10-01
1.2499409586405887,2024-11-01
0.6751693279225857,2024-12-01
0.7034746523345262,2025-01-01
1.3063650933008388,2025-02-01
1.356337379771828,2025-03-01
1.021887550347783,2025-04-01
1.0178105992009674,2025-05-01
0.6773132389562029,2025-06-01
2.024088603134987,2025-07-01
1.3604531239923858,2025-08-01
1.0179591673727293,2025-09-01
0.683169790146166,2025-10-01
1.3481259704977062,2025-11-01
1.0154096890434914,2025-12-01
1.1112979557163412,2026-01-01
1.5146928166533837,2026-02-01
1.561013551582509,2026-03-01
0.9943989229682333,2026-04-01
0.7470538977488561,2026-05-01
0.6553912542061562,2026-06-01
3.7890003010993762,2026-07-01
0.5697394368964308,2026-08-01
1.2497934049546418,2026-09-01
0.5635493994605131,2026-10-01
1.4549938408523682,2026-11-01
1.3621024750830126,2026-12-01
