¼ºµ¿±¸,Date
0.7903144027619897,2023-01-01
-0.07436413075396575,2023-02-01
0.5845427912474411,2023-03-01
-0.1823535791587237,2023-04-01
-0.25020714968911884,2023-05-01
1.3610177231811729,2023-06-01
-0.28276575759696315,2023-07-01
-0.19650331311223734,2023-08-01
-0.10926307265704782,2023-09-01
-0.32319177696079726,2023-10-01
1.3989697515858261,2023-11-01
0.0788996806638533,2023-12-01
0.5391852931925305,2024-01-01
-0.11715299935867912,2024-02-01
0.5674108408217082,2024-03-01
-0.04480279049488489,2024-04-01
-0.006354272006110773,2024-05-01
0.177742107064699,2024-06-01
-0.003639215083184988,2024-07-01
-0.042408041358791004,2024-08-01
-0.08727591240677329,2024-09-01
1.0285675666863037,2024-10-01
-0.33263061445755127,2024-11-01
-0.18723882983399542,2024-12-01
1.1395312371382162,2025-01-01
-0.12526477278801576,2025-02-01
0.5263030718668912,2025-03-01
-0.13851159879846042,2025-04-01
-0.14067881226897203,2025-05-01
0.5256285378392063,2025-06-01
-0.13698269590613033,2025-07-01
-0.13856341044960224,2025-08-01
-0.13833517347004,2025-09-01
0.5217676141303687,2025-10-01
0.18998543841820803,2025-11-01
-0.13642798096533307,2025-12-01
0.8967467078428639,2026-01-01
-0.17079460968178292,2026-02-01
0.48512377902690557,2026-03-01
-0.23127097602568644,2026-04-01
-0.2688397461684718,2026-05-01
0.873313683244729,2026-06-01
-0.276917125247231,2026-07-01
-0.23684613660560216,2026-08-01
-0.19259882712059914,2026-09-01
0.024176542677260687,2026-10-01
0.7204957312909134,2026-11-01
-0.0945287454170193,2026-12-01
