¼ººÏ±¸,Date
-0.5718864698602945,2023-01-01
-0.49256962983778846,2023-02-01
-0.5796760333092021,2023-03-01
-0.6855191812831718,2023-04-01
1.0111072397210248,2023-05-01
-0.4472966024954859,2023-06-01
0.5200453165307302,2023-07-01
-0.48389870881480845,2023-08-01
-1.46316094533316,2023-09-01
1.003536269021009,2023-10-01
-0.03346712261964613,2023-11-01
0.7572626913168445,2023-12-01
-0.9364819030292557,2024-01-01
-1.2141895253531172,2024-02-01
-0.7538942747850115,2024-03-01
-0.6991551182347384,2024-04-01
-0.5564155063189478,2024-05-01
-0.8347430815512659,2024-06-01
-0.32358258963612674,2024-07-01
-0.32704769423834457,2024-08-01
1.1866333480275795,2024-09-01
-1.0376641468349301,2024-10-01
-0.5338277819204384,2024-11-01
-0.9381105408489363,2024-12-01
-0.9418185472168221,2025-01-01
-0.11219615275924899,2025-02-01
-1.0544829312334862,2025-03-01
-1.0553868180309058,2025-04-01
-0.38693861529911955,2025-05-01
-1.0513536252803046,2025-06-01
-0.3835850176842148,2025-07-01
-0.714885896724446,2025-08-01
-0.0565088212940541,2025-09-01
-0.7253679341156909,2025-10-01
-0.7203624467783234,2025-11-01
-0.7163229953166634,2025-12-01
-1.2747259258405064,2026-01-01
-0.8261310055582204,2026-02-01
-1.3470168015126347,2026-03-01
-1.4013854328821824,2026-04-01
-0.21479513665509065,2026-05-01
-1.2726653401643149,2026-06-01
-0.45286503241118037,2026-07-01
-1.1178522869662277,2026-08-01
-1.2906742329905174,2026-09-01
-0.39535378779007657,2026-10-01
-0.9039874088171505,2026-11-01
-0.5015504407492521,2026-12-01
