°ü¾Ç±¸,Date
0.5723913311592992,2023-01-01
0.7324654667504693,2023-02-01
-0.6565570696786224,2023-03-01
0.9963176231053417,2023-04-01
3.0446863751552193,2023-05-01
-0.6495050950325636,2023-06-01
0.34642571256656773,2023-07-01
0.44720677628951894,2023-08-01
2.62910296247587,2023-09-01
0.7713997523443654,2023-10-01
-0.9786732664310298,2023-11-01
2.372062896977026,2023-12-01
0.38886581338764364,2024-01-01
0.7928245394945528,2024-02-01
0.3989418108578277,2024-03-01
1.0882329181828712,2024-04-01
-0.46503432564267644,2024-05-01
1.3726141757924895,2024-06-01
0.8966538042744701,2024-07-01
2.8695839154148244,2024-08-01
-0.2265614207192277,2024-09-01
0.17092695380690492,2024-10-01
0.5581727784483066,2024-11-01
1.3877416001491572,2024-12-01
0.9967847941388932,2025-01-01
0.6749267237406864,2025-02-01
0.06456798021584675,2025-03-01
1.0623910944634258,2025-04-01
0.7391892407354009,2025-05-01
0.7437155454087601,2025-06-01
0.7381087614526501,2025-07-01
2.0667701796127846,2025-08-01
0.7329778923339656,2025-09-01
0.40979176204693946,2025-10-01
0.07193527777179742,2025-11-01
1.7385600403475847,2025-12-01
0.8215310520538937,2026-01-01
0.7396484449295528,2026-02-01
-0.26416773404256433,2026-03-01
1.0550457501492359,2026-04-01
1.9327186631385547,2026-05-01
0.09272587260739684,2026-06-01
0.5777181419963553,2026-07-01
1.2822870268673956,2026-08-01
1.7084030241600403,2026-09-01
0.6332950078468269,2026-10-01
-0.4172586409177941,2026-11-01
2.0899567113807334,2026-12-01
