ÀºÆò±¸,Date
0.619785551035669,2023-01-01
0.017961013260849645,2023-02-01
-0.5820701518556056,2023-03-01
2.1160276326856646,2023-04-01
-0.4025422606213941,2023-05-01
-0.18148521419312535,2023-06-01
-0.26618881098828306,2023-07-01
1.8742503233370607,2023-08-01
0.30360260376231374,2023-09-01
0.6239949136208108,2023-10-01
0.5328052782344523,2023-11-01
0.024473144870988284,2023-12-01
0.9780802218145674,2024-01-01
-0.03929686349980255,2024-02-01
0.44177768180296695,2024-03-01
0.08399495578641586,2024-04-01
0.331116563301863,2024-05-01
0.22808201608148299,2024-06-01
1.2859452336201578,2024-07-01
0.21466960769100374,2024-08-01
-0.014377804140770056,2024-09-01
0.32170755444315746,2024-10-01
1.8741175672336106,2024-11-01
0.14130463515840402,2024-12-01
0.04566022666853753,2025-01-01
0.25628970814403934,2025-02-01
0.1384269331397069,2025-03-01
0.8080558677506197,2025-04-01
0.1452040889802944,2025-05-01
0.14278555052408837,2025-06-01
0.8044887228888783,2025-07-01
0.8051461985969204,2025-08-01
0.14373961049801232,2025-09-01
0.4793204594361526,2025-10-01
1.4774214652210973,2025-11-01
0.14007503400640886,2025-12-01
0.40322864822277116,2026-01-01
0.21087673382855543,2026-02-01
-0.15574447976005545,2026-03-01
1.5327998491831312,2026-04-01
-0.05222387733086287,2026-05-01
0.05332722112216082,2026-06-01
0.3341327037109279,2026-07-01
1.4057037240468937,2026-08-01
0.297021929936205,2026-09-01
0.6272789388550832,2026-10-01
1.0773304762543088,2026-11-01
0.14828517854854384,2026-12-01
