Á¾·Î±¸,Date
4.770204263500165,2023-01-01
2.5812149840353857,2023-02-01
7.120205899279722,2023-03-01
16.251671480384836,2023-04-01
0.7593113283931832,2023-05-01
5.4064501144717365,2023-06-01
3.930248377881835,2023-07-01
14.078914882626856,2023-08-01
-6.6436683211442205,2023-09-01
23.432243612134275,2023-10-01
32.15828029617866,2023-11-01
-8.453613045155535,2023-12-01
-0.11381594206253531,2024-01-01
-0.23686841311775364,2024-02-01
1.8366687332262641,2024-03-01
-8.373472743494236,2024-04-01
4.770788120452945,2024-05-01
5.024809521192907,2024-06-01
12.865230822555716,2024-07-01
0.7601198773662174,2024-08-01
11.720707069357228,2024-09-01
-2.238371291765197,2024-10-01
-11.093959301004286,2024-11-01
35.303800943944324,2024-12-01
-0.1206241022794643,2025-01-01
-6.667592464704311,2025-02-01
-1.5577221833642438,2025-03-01
-5.183907435535502,2025-04-01
-1.4910133051438987,2025-05-01
0.1443222535967854,2025-06-01
4.7685242179285385,2025-07-01
0.10805337261262316,2025-08-01
0.4064549685815201,2025-09-01
1.0503621575654276,2025-10-01
-1.4497297532465128,2025-11-01
15.868191707036322,2025-12-01
-5.368707687940422,2026-01-01
-9.701032713969393,2026-02-01
-4.864748368593174,2026-03-01
-2.042150947212244,2026-04-01
-7.898046821724947,2026-05-01
-4.798879176297028,2026-06-01
-3.2808216753926223,2026-07-01
-0.521597549325094,2026-08-01
-10.786205805941599,2026-09-01
4.541474705459568,2026-10-01
7.902882064653399,2026-11-01
-3.7922588443321708,2026-12-01
